Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in Metal Element,Pd at% in metal element,Au at% in Metal Element,Ir at% in metal element,Ru at% in metal element,Ni at% in Metal Element,Co at% in Metal Element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in Metal Element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,Total Metal Mass Ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle Diameter (nm),Particle variance,carbon substrate type,carbon particle diameter(nm),Support BET Surface Area(m2/g),special sturcture,particle,nanowire,core-shell,Wet Reduction Temperature (⊥),Wet Reduction Time (min),mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature (⊥),Annealing Time (h),Atomosphere h2,Atomosphere inert,Electrochemical Active Surface Area (m2/g),Catalyst Mass Activity (mA mg-1),Catalyst Specific Activity (mA cm-2),Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(Ionomer/Catalyst),Active Area (cm2),Cathode Platinum Loading (mgPt cm-2),Anode Platinum Loading(mgPt cm-2),Anodic Catalyst Type x wt% Pt/C,Membrane,Membrane Thickness (米m),Hot Press Temperature (⊥),Hot Press Time (min),Hot Press Pressure (Mpa),Humidity %,GDE for 1/CCM for 0,Cell Temperature (⊥),Flowing Rate of Anode Gas (H2) (ml min-1),Flowing Rate of Cathode Gas(O2/air) (ml min-1),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Backpressure (Mpa),"Current decay at 0.6V(ma,cm2)",Cathode Gas Oxygen Ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pt-etek,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,80.2,3.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55.3,225,0.406871609,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,40,,,,,0,0,0,,1,908.5,908.5,0,0.98,0.875,0.82,0.79,0.77,0.745,0.715,0.7,0.68,0.65,0.63,0.61,0.598,0.575,0.56,0.54,0.52,0.5,0.485,0.47,0.45,0.43,0.41,0.395,0.375,0.35,0.33,0.31,0.295,0.275,0.25,87.5,164,237,308,372.5,429,490,544,585,630,671,717.6,747.5,784,810,832,850,873,893,900,903,902,908.5,900,875,858,837,826,797.5,750,908.5
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pt-etek,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,80.2,3.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55.3,225,0.406871609,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,40,,,,,0,0,0,,0.21,333,333,0,0.98,0.76,0.67,0.61,0.57,0.53,0.495,0.45,0.415,0.37,0.31,0.24,0.17,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,134,183,228,265,297,315,332,333,310,264,204,104,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,333
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pd-EG 11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,0,0,0,0,0,0,0,0,0,65.9,5.7,,XC-72R,30,230,none,1,0,0,198,,0,ethylene glycol,1,0,0,0,11,25,0,0,0,15.4,217,1.409090909,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,20,,,,,0,0,0,,1,518,518,0,0.755,0.7,0.66,0.63,0.603,0.585,0.55,0.53,0.5,0.485,0.47,0.44,0.415,0.395,0.37,0.345,0.315,0.3,0.27,0.245,0.215,0.19,0.16,0.125,0.095,0.06,0.02695,0.01,0.01,0.01,0.01,70,132,189,241.2,292.5,330,371,400,436.5,470,484,498,513.5,518,517.5,504,510,486,465.5,430,399,352,287.5,228,150,70.07,27,28,29,30,518
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pd-EG 11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,0,0,0,0,0,0,0,0,0,65.9,5.7,,XC-72R,30,230,none,1,0,0,198,,0,ethylene glycol,1,0,0,0,11,25,0,0,0,15.4,217,1.409090909,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,40,,,,,0,0,0,,1,792,792,0,0.8,0.775,0.74,0.715,0.7,0.675,0.65,0.62,0.603,0.595,0.575,0.555,0.53,0.51,0.498,0.485,0.46,0.445,0.425,0.403,0.395,0.375,0.36,0.34,0.32,0.3,0.29,0.28,0.26,0.24,0.22,77.5,148,214.5,280,337.5,390,434,482.4,535.5,575,610.5,636,663,697.2,727.5,736,756.5,765,765.7,790,787.5,792,782,768,750,754,756,728,696,660,792
Preparation of High Performance and Ultra-Low Platinum Loading Membrane Electrode Assembly for PEMFC Commercial Application,Pan Mu,china,Wuhan University of Technology,2019,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,0,0,0,0,0,0,53.4,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,214,0.346839546,,,,,,,,25,0.127,0.023,20,not-mentioned,,,,,100,0,80,225,375,1.5,2.5,225,375,0.15,,1,1127,1127,0,0.95,0.845,0.8,0.785,0.76,0.75,0.735,0.715,0.703,0.695,0.68,0.665,0.65,0.63,0.61,0.6,0.6,0.585,0.57,0.55,0.545,0.525,0.51,0.49,0.46,0.43,0.40156,0.37592,0.3527,0.33157,0.31225,84.5,160,235.5,304,375,441,500.5,562.4,625.5,680,731.5,780,819,854,900,960,994.5,1026,1045,1090,1102.5,1122,1127,1104,1075,1044.056,1014.984,987.56,961.553,936.75,1127
Preparation of High Performance and Ultra-Low Platinum Loading Membrane Electrode Assembly for PEMFC Commercial Application,Pan Mu,china,Wuhan University of Technology,2019,PtCo/C,98.2,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,0,0,0,0,0,0,0,0,0,47.6,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,25,0.125,0.023,20,not-mentioned,,,,,100,0,80,225,375,1.5,2.5,225,375,0.15,,1,1462.5,1462.5,1,0.94,0.84,0.805,0.79,0.77,0.75,0.74,0.72,0.71,0.7,0.685,0.666,0.66,0.645,0.625,0.61,0.6,0.59,0.58,0.56,0.55,0.535,0.52,0.51,0.5,0.475,0.47,0.45,0.425,0.395,0.36656,84,161,237,308,375,444,504,568,630,685,732.6,792,838.5,875,915,960,1003,1044,1064,1100,1123.5,1144,1173,1200,1187.5,1222,1215,1190,1145.5,1099.68,1222
Preparation of High Performance and Ultra-Low Platinum Loading Membrane Electrode Assembly for PEMFC Commercial Application,Pan Mu,china,Wuhan University of Technology,2019,PtCoMo/C,92.1,0,0,0,0,0,1.64,0,6.26,0,0,0,0,0,0,0,0,0,0,0,51.9,0,0,0,0,0,0,0,0,0,48.1,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,25,0.124,0.023,20,not-mentioned,,,,,100,0,80,225,375,1.5,2.5,225,375,0.15,,1,1410,1410,1,0.95,0.845,0.82,0.8,0.78,0.765,0.75,0.735,0.72,0.705,0.698,0.685,0.675,0.66,0.65,0.64,0.62,0.61,0.6,0.59,0.58,0.575,0.555,0.54,0.525,0.515,0.502,0.498,0.485,0.48,0.47,84.5,164,240,312,382.5,450,514.5,576,634.5,698,753.5,810,858,910,960,992,1037,1080,1121,1160,1207.5,1221,1242,1260,1287.5,1305.2,1344.6,1358,1392,1410,1410
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBPO,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,80,2.9,0.7,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,75,814,1.085333333,,,,,,,0.65,5,0.062,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,1,1497.09,1497.09,1,0.92,0.79,0.77,0.75,0.735,0.72,0.71,0.698,0.69,0.68,0.673,0.66,0.655,0.65,0.64,0.63,0.62,0.61,0.598,0.585,0.575,0.56531,0.55619,0.5476,0.53949,0.53183,0.52457,0.51769,0.51115,0.50494,0.49903,79,154,225,294,360,426,488.6,552,612,673,726,786,845,896,945,992,1037,1076.4,1111.5,1150,1187.151,1223.618,1259.48,1294.776,1329.575,1363.882,1397.763,1431.22,1464.326,1497.09,1497.09
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBPO,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,80,2.9,0.7,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,75,814,1.085333333,,,,,,,0.65,5,0.062,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,0.21,686,686,0,0.86,0.775,0.73,0.715,0.7,0.685,0.675,0.655,0.645,0.625,0.605,0.58,0.565,0.525,0.49,0.45,0.4,0.335,0.27485,0.22305,0.17798,0.1384,0.10337,0.07215,0.04415,0.01889,0.01,0.01,0.01,0.01,0.01,77.5,146,214.5,280,342.5,405,458.5,516,562.5,605,638,678,682.5,686,675,640,569.5,494.73,423.795,355.96,290.64,227.414,165.945,105.96,47.225,26,27,28,29,30,686
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KB(NHX)PO,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.1,0,0,0,0,0,0,0,0,80,3,0.5,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,79,696,0.881012658,,,,,,,0.65,5,0.063,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,1,1587.42,1587.42,1,0.92,0.78,0.75,0.74,0.725,0.71,0.7,0.695,0.683,0.676,0.67,0.66,0.65,0.64,0.63,0.62,0.61,0.598,0.585,0.575,0.57,0.56511,0.56043,0.55594,0.55164,0.54751,0.54355,0.53974,0.53607,0.53254,0.52914,78,150,222,290,355,420,486.5,546.4,608.4,670,726,780,832,882,930,976,1016.6,1053,1092.5,1140,1186.731,1232.946,1278.662,1323.936,1368.775,1413.23,1457.298,1500.996,1544.366,1587.42,1587.42
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KB(NHX)PO,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.1,0,0,0,0,0,0,0,0,80,3,0.5,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,79,696,0.881012658,,,,,,,0.65,5,0.063,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,0.21,705,705,0,0.86,0.76,0.725,0.71,0.695,0.685,0.675,0.65,0.645,0.625,0.605,0.58,0.565,0.525,0.5,0.47,0.423,0.37,0.3206,0.27747,0.2395,0.20581,0.17572,0.14868,0.12424,0.10205,0.08182,0.06329,0.04626,0.03055,0.01602,76,145,213,278,342.5,405,455,516,562.5,605,638,678,682.5,700,705,676.8,629,577.08,527.193,479,432.201,386.584,341.964,298.176,255.125,212.732,170.883,129.528,88.595,48.06,705
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBIW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.5,0,0,0,0,0,0,0,0,80,2.2,0.9,TKK,,930,none,1,0,0,25,0,0,none,0,1,0,0,7,250,0.5,1,0,70,336,0.48,,,,,,,0.65,5,0.064,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,1,855,855,0,0.92,0.783,0.75,0.73,0.71,0.698,0.68,0.67,0.652,0.64,0.627,0.61,0.598,0.575,0.565,0.545,0.52,0.5,0.475,0.45,0.425,0.40119,0.37955,0.35978,0.34167,0.325,0.30962,0.29537,0.28214,0.26983,0.25833,78.3,150,219,284,349,408,469,521.6,576,627,671,717.6,747.5,791,817.5,832,850,855,855,850,842.499,835.01,827.494,820.008,812.5,805.012,797.499,789.992,782.507,774.99,855
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBIW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.5,0,0,0,0,0,0,0,0,80,2.2,0.9,TKK,,930,none,1,0,0,25,0,0,none,0,1,0,0,7,250,0.5,1,0,70,336,0.48,,,,,,,0.65,5,0.064,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,0.21,471.1,471.1,0,0.86,0.75,0.71,0.68,0.665,0.63,0.601,0.573,0.545,0.498,0.44,0.375,0.3,0.23098,0.17215,0.1214,0.07719,0.03831,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,142,204,266,315,360.6,401.1,436,448.2,440,412.5,360,300.274,241.01,182.1,123.504,65.127,18,19,20,21,22,23,24,25,26,27,28,29,30,448.2
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBTKK,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0.1,0,0,0,0,0,0,0,0,80,2.4,0.7,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,75,982,1.309333333,,,,,,,0.65,5,0.063,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,1,1145.64,1145.64,0,0.93,0.8,0.77,0.75,0.735,0.72,0.705,0.69,0.68,0.665,0.65,0.64,0.625,0.61,0.6,0.58,0.565,0.548,0.525,0.505,0.49,0.47556,0.46216,0.44968,0.43805,0.42717,0.41697,0.40739,0.39839,0.38989,0.38188,80,154,225,294,360,423,483,544,598.5,650,704,750,793,840,870,904,931.6,945,959.5,980,998.676,1016.752,1034.264,1051.32,1067.925,1084.122,1099.953,1115.492,1130.681,1145.64,1145.64
Tailoring Catalyst Morphology towards High Performance for Low Pt Loaded PEMFC Cathodes,Gregor S. Harzer,Germany,Technical University of Munich,2018,Pt/KBTKK,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0.1,0,0,0,0,0,0,0,0,80,2.4,0.7,TKK,,930,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,75,982,1.309333333,,,,,,,0.65,5,0.063,,20,Asahi Kasei,15,155,3,,100,1,80,,,,,0,0,0.17,,0.21,511.5,511.5,0,0.93,0.775,0.738,0.71,0.685,0.66,0.63,0.61,0.58,0.55,0.51,0.465,0.405,0.34931,0.3011,0.25894,0.22177,0.18875,0.15923,0.13266,0.10864,0.08682,0.0669,0.04864,0.03185,0.01636,0.01,0.01,0.01,0.01,0.01,77.5,147.6,213,274,330,378,427,464,495,510,511.5,486,454.103,421.54,388.41,354.832,320.875,286.614,252.054,217.28,182.322,147.18,111.872,76.44,40.9,26,27,28,29,30,511.5
The effect of carbon supports on the performance of platinum carbon nanotubes for proton exchange membrane fuel cells,Yu-Chun Chiang,taiwan,Yuan Ze University,2014,Pt/cCNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.84,0,0,0,0,0,0,0,0,0,79.16,3.98,1.23,CNTs,40,120,none,1,0,0,60,60,0,sodium formate,0,0,1,0,7,800,2,0,1,59.5,225,0.378151261,,,,,,,0.333,5,0.5,1,20,nafion 212,50,,,,100,0,80,,,,,0,0,0,,1,660,660,0,1,0.79,0.74,0.71,0.675,0.645,0.615,0.598,0.57,0.545,0.53,0.515,0.505,0.5,0.47,0.44,0.402,0.38,0.35,0.32,0.3,0.28086,0.26328,0.2471,0.23214,0.21827,0.20539,0.19338,0.18216,0.17166,0.1618,79,148,213,270,322.5,369,418.6,456,490.5,530,566.5,606,650,658,660,643.2,646,630,608,600,589.806,579.216,568.33,557.136,545.675,534.014,522.126,510.048,497.814,485.4,660
The effect of carbon supports on the performance of platinum carbon nanotubes for proton exchange membrane fuel cells,Yu-Chun Chiang,taiwan,Yuan Ze University,2014,Pt/cCN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27,1.8,0,0,0,0,0,0,0,0,76,2.91,1.18,CNTs,40,120,none,1,0,0,60,60,0,sodium formate,0,0,1,0,7,800,2,0,1,40.4,225,0.556930693,,,,,,,0.333,5,0.5,1,20,nafion 212,50,,,,100,0,80,,,,,0,0,0,,1,435.5,435.5,0,0.95,0.755,0.69,0.64,0.61,0.565,0.535,0.515,0.47,0.42,0.4,0.375,0.36,0.335,0.3,0.26695,0.23741,0.21083,0.18679,0.16495,0.14501,0.12675,0.10995,0.09445,0.0801,0.06678,0.05438,0.04281,0.03198,0.02184,0.01231,75.5,138,192,244,282.5,321,360.5,376,378,400,412.5,432,435.5,420,400.425,379.856,358.411,336.222,313.405,290.02,266.175,241.89,217.235,192.24,166.95,141.388,115.587,89.544,63.336,36.93,435.5
The effect of carbon supports on the performance of platinum carbon nanotubes for proton exchange membrane fuel cells,Yu-Chun Chiang,taiwan,Yuan Ze University,2014,Pt/nCNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74,0,0,0,0,0,0,0,0,0,71.26,4.4,1.57,CNTs,40,120,none,1,0,0,60,60,0,sodium formate,0,0,1,0,7,800,2,0,1,48.4,225,0.464876033,,,,,,,0.333,5,0.5,1,20,nafion 212,50,,,,100,0,80,,,,,0,0,0,,1,577.5,577.5,0,0.98,0.8,0.76,0.73,0.698,0.665,0.63,0.6,0.57,0.54,0.51,0.485,0.46,0.43,0.405,0.385,0.35,0.3,0.2533,0.21239,0.17625,0.1441,0.1153,0.08936,0.06588,0.04452,0.02501,0.01,0.01,0.01,0.01,80,152,219,279.2,332.5,378,420,456,486,510,533.5,552,559,567,577.5,560,510,455.94,403.541,352.5,302.61,253.66,205.528,158.112,111.3,65.026,27,28,29,30,577.5
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,I Pt/C TKK,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,85.7,250,0.291715286,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,440,440,0,0.93,0.84,0.8,0.765,0.735,0.703,0.675,0.62,0.55,0.455,0.36,0.27344,0.201,0.13948,0.08659,0.04064,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84,160,229.5,294,351.5,405,434,440,409.5,360,300.784,241.2,181.324,121.226,60.96,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,440
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,II Pt NWs/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,nanowire,0,1,0,25,4320,0,NaBH4,0,0,1,0,7,25,0,0,0,13.1,70,0.534351145,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,421.4,421.4,0,0.93,0.84,0.8,0.765,0.735,0.703,0.675,0.602,0.525,0.412,0.30986,0.22562,0.15497,0.09485,0.04308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84,160,229.5,294,351.5,405,421.4,420,370.8,309.86,248.182,185.964,123.305,60.312,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,421.4
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,III Pt NWs/C (150 ?C),100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,nanowire,0,1,0,25,4320,0,NaBH4,0,0,1,0,7,150,24,1,0,8.1,66,0.814814815,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,428.3,428.3,0,0.93,0.84,0.8,0.765,0.735,0.703,0.675,0.602,0.525,0.475,0.4283,0.38739,0.35125,0.3191,0.2903,0.26436,0.24088,0.21952,0.20001,0.18211,0.16563,0.15042,0.13632,0.12323,0.11104,0.09965,0.08863,0.07831,0.06862,0.05951,0.05092,84,160,229.5,294,351.5,405,421.4,420,427.5,428.3,426.129,421.5,414.83,406.42,396.54,385.408,373.184,360.018,346.009,331.26,315.882,299.904,283.429,266.496,249.125,230.438,211.437,192.136,172.579,152.76,428.3
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,IV Pt NWs/C (250 ?C),100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,nanowire,0,1,0,25,4320,0,NaBH4,0,0,1,0,7,250,24,1,0,7.6,43,0.565789474,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,395.5,395.5,0,0.93,0.81,0.77,0.74,0.702,0.675,0.635,0.565,0.498,0.41,0.35,0.29431,0.2461,0.20394,0.16677,0.13375,0.10423,0.07766,0.05364,0.03182,0.01097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,154,222,280.8,337.5,381,395.5,398.4,369,350,323.741,295.32,265.122,233.478,200.625,166.768,132.022,96.552,60.458,21.94,21,22,23,24,25,26,27,28,29,30,398.4
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,V PtNWs/C (350 ?C),100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,39,4.4,,XC-72R,30,230,nanowire,0,1,0,25,4320,0,NaBH4,0,0,1,0,7,350,24,1,0,6.1,59,0.967213115,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,456,456,0,0.93,0.84,0.8,0.765,0.735,0.703,0.675,0.62,0.57,0.502,0.445,0.392,0.34596,0.30558,0.26988,0.2381,0.20962,0.18396,0.16071,0.13955,0.12021,0.10247,0.08613,0.07104,0.05705,0.04406,0.03195,0.02025,0.01,1.00E-02,0.01,84,160,229.5,294,351.5,405,434,456,451.8,445,431.2,415.152,397.254,377.832,357.15,335.392,312.732,289.278,265.145,240.42,215.187,189.486,163.392,136.92,110.15,83.07,54.675,28,29,30,456
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,VI PtNi NWs/C,75,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,0,0,0,0,0,0,0,0,0,43.4,4.4,,XC-72R,30,230,nanowire,0,1,0,25,60,0,NaBH4,0,0,1,0,12,25,0,0,0,8,62,0.775,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,248,248,0,0.93,0.825,0.79,0.705,0.62,0.43,0.185,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,82.5,158,211.5,248,215,111,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,248
Annealing Behaviour of Pt and PtNi Nanowires for Proton Exchange Membrane Fuel Cells,shangfeng du,UK,University of Birmingham,2018,VII PtNI NWs/C (150 ?C),75,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,0,0,0,0,0,0,0,0,0,43.4,4.4,,XC-72R,30,230,nanowire,0,1,0,25,60,0,NaBH4,0,0,1,0,12,150,24,1,0,11.1,125,1.126126126,,,,,,,,16,0.4,0.4,20,nafion 212,50,135,2,4.9,30,1,80,195,225,1.3,1.5,195,225,0,,0.21,220,220,0,0.93,0.8,0.745,0.675,0.55,0.43,0.3,0.18331,0.08828,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,149,202.5,220,215,180,128.317,70.624,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,220
